Source,Target,Type,Id,Label,timeset,Weight
246,265,Undirected,1612,,,4
252,255,Undirected,1613,,,5
255,272,Undirected,1615,,,1
255,265,Undirected,1616,,,2
272,278,Undirected,1617,,,3
272,265,Undirected,1618,,,3
278,279,Undirected,1619,,,4
278,265,Undirected,1620,,,2
279,283,Undirected,1621,,,4
279,265,Undirected,1622,,,3
283,285,Undirected,1623,,,3
283,265,Undirected,1624,,,1
285,287,Undirected,1625,,,7
285,265,Undirected,1626,,,1
287,271,Undirected,1627,,,6
287,309,Undirected,1628,,,2
271,310,Undirected,1629,,,2
271,320,Undirected,1630,,,2
271,321,Undirected,1631,,,1
271,322,Undirected,1632,,,3
271,323,Undirected,1633,,,3
271,335,Undirected,1634,,,2
271,344,Undirected,1635,,,2
271,347,Undirected,1636,,,2
271,353,Undirected,1637,,,2
271,368,Undirected,1638,,,2
271,378,Undirected,1639,,,2
271,381,Undirected,1640,,,2
271,385,Undirected,1641,,,2
271,389,Undirected,1642,,,2
271,391,Undirected,1643,,,2
271,271,Undirected,1645,,,1
240,245,Undirected,1652,,,4
245,271,Undirected,1655,,,2
246,272,Undirected,1656,,,2
272,281,Undirected,1658,,,3
272,309,Undirected,1659,,,2
272,319,Undirected,1660,,,2
272,322,Undirected,1661,,,3
272,353,Undirected,1662,,,2
272,381,Undirected,1663,,,2
272,383,Undirected,1664,,,2
272,391,Undirected,1665,,,2
272,392,Undirected,1666,,,2
272,395,Undirected,1667,,,1
272,272,Undirected,1669,,,1
55,215,Undirected,1672,,,1
273,389,Undirected,1676,,,2
273,390,Undirected,1677,,,2
273,391,Undirected,1678,,,2
273,273,Undirected,1680,,,1
246,275,Undirected,1683,,,1
275,353,Undirected,1685,,,2
275,381,Undirected,1686,,,2
275,275,Undirected,1688,,,1
236,276,Undirected,1693,,,1
236,333,Undirected,1694,,,1
276,344,Undirected,1695,,,2
276,353,Undirected,1696,,,2
276,276,Undirected,1698,,,1
215,277,Undirected,1703,,,1
277,277,Undirected,1706,,,1
278,281,Undirected,1710,,,2
278,328,Undirected,1711,,,1
278,339,Undirected,1712,,,2
278,353,Undirected,1713,,,2
278,376,Undirected,1714,,,2
278,383,Undirected,1715,,,2
278,387,Undirected,1716,,,2
278,391,Undirected,1717,,,2
278,278,Undirected,1719,,,1
236,238,Undirected,1724,,,3
241,279,Undirected,1732,,,1
241,265,Undirected,1733,,,1
279,309,Undirected,1734,,,2
279,311,Undirected,1735,,,2
279,316,Undirected,1736,,,1
279,337,Undirected,1737,,,2
279,339,Undirected,1738,,,2
279,340,Undirected,1739,,,2
279,341,Undirected,1740,,,2
279,343,Undirected,1741,,,1
279,344,Undirected,1742,,,3
279,353,Undirected,1743,,,2
279,363,Undirected,1744,,,1
279,375,Undirected,1745,,,2
279,382,Undirected,1746,,,2
279,386,Undirected,1747,,,2
279,391,Undirected,1748,,,2
279,279,Undirected,1750,,,1
280,281,Undirected,1757,,,5
280,317,Undirected,1758,,,2
280,338,Undirected,1759,,,2
280,339,Undirected,1760,,,2
280,353,Undirected,1761,,,2
280,366,Undirected,1762,,,2
280,383,Undirected,1763,,,2
280,387,Undirected,1764,,,2
280,280,Undirected,1766,,,1
243,252,Undirected,1777,,,5
281,330,Undirected,1781,,,1
281,342,Undirected,1782,,,1
281,353,Undirected,1783,,,2
281,366,Undirected,1784,,,2
281,383,Undirected,1785,,,2
281,391,Undirected,1786,,,2
281,281,Undirected,1788,,,1
227,237,Undirected,1791,,,1
237,238,Undirected,1793,,,1
265,281,Undirected,1806,,,1
280,285,Undirected,1811,,,4
285,282,Undirected,1813,,,1
285,362,Undirected,1814,,,1
282,282,Undirected,1816,,,1
283,311,Undirected,1819,,,3
283,337,Undirected,1820,,,2
283,341,Undirected,1821,,,2
283,353,Undirected,1822,,,2
283,376,Undirected,1823,,,2
283,383,Undirected,1824,,,2
283,391,Undirected,1825,,,2
283,283,Undirected,1827,,,1
252,284,Undirected,1839,,,1
285,281,Undirected,1844,,,1
285,300,Undirected,1845,,,1
285,309,Undirected,1846,,,4
285,314,Undirected,1847,,,1
285,317,Undirected,1848,,,1
285,322,Undirected,1849,,,3
285,327,Undirected,1850,,,1
285,329,Undirected,1851,,,1
285,339,Undirected,1852,,,1
285,340,Undirected,1853,,,3
285,353,Undirected,1854,,,2
285,356,Undirected,1855,,,1
285,382,Undirected,1856,,,2
285,385,Undirected,1857,,,2
285,386,Undirected,1858,,,2
285,387,Undirected,1859,,,2
285,391,Undirected,1860,,,2
285,285,Undirected,1862,,,1
252,287,Undirected,1873,,,1
287,310,Undirected,1876,,,4
287,322,Undirected,1877,,,10
287,323,Undirected,1878,,,4
287,335,Undirected,1879,,,3
287,336,Undirected,1880,,,2
287,344,Undirected,1881,,,1
287,345,Undirected,1882,,,4
287,347,Undirected,1883,,,2
287,353,Undirected,1884,,,3
287,366,Undirected,1885,,,2
287,368,Undirected,1886,,,2
287,374,Undirected,1887,,,1
287,378,Undirected,1888,,,2
287,385,Undirected,1889,,,2
287,386,Undirected,1890,,,2
287,389,Undirected,1891,,,2
287,390,Undirected,1892,,,2
287,391,Undirected,1893,,,2
287,287,Undirected,1895,,,1
124,215,Undirected,1896,,,4
245,290,Undirected,1903,,,1
154,292,Undirected,1917,,,1
14,294,Undirected,1923,,,1
232,295,Undirected,1927,,,1
14,215,Undirected,1938,,,4
215,223,Undirected,1940,,,1
223,300,Undirected,1943,,,1
285,302,Undirected,1951,,,1
14,214,Undirected,1954,,,1
14,305,Undirected,1955,,,1
215,308,Undirected,1959,,,1
246,340,Undirected,1963,,,1
309,382,Undirected,1964,,,2
309,383,Undirected,1965,,,2
309,309,Undirected,1967,,,1
271,272,Undirected,1978,,,5
271,309,Undirected,1979,,,1
272,279,Undirected,1980,,,1
279,285,Undirected,1982,,,4
310,383,Undirected,1988,,,2
310,310,Undirected,1990,,,1
241,243,Undirected,1993,,,3
252,271,Undirected,1999,,,2
323,311,Undirected,2005,,,1
323,337,Undirected,2006,,,1
311,376,Undirected,2007,,,1
311,311,Undirected,2009,,,1
239,243,Undirected,2014,,,5
243,279,Undirected,2016,,,2
283,314,Undirected,2021,,,1
285,14,Undirected,2030,,,1
285,315,Undirected,2031,,,1
265,316,Undirected,2037,,,1
279,317,Undirected,2044,,,1
279,366,Undirected,2045,,,2
317,317,Undirected,2047,,,1
260,280,Undirected,2056,,,2
260,317,Undirected,2057,,,1
285,318,Undirected,2061,,,1
263,272,Undirected,2070,,,1
263,319,Undirected,2071,,,1
281,320,Undirected,2075,,,1
240,246,Undirected,2082,,,4
271,275,Undirected,2086,,,1
275,321,Undirected,2089,,,1
322,337,Undirected,2104,,,2
322,338,Undirected,2105,,,1
322,347,Undirected,2106,,,1
322,353,Undirected,2107,,,2
322,368,Undirected,2108,,,1
322,379,Undirected,2109,,,1
322,381,Undirected,2110,,,1
322,385,Undirected,2111,,,1
322,387,Undirected,2112,,,1
322,389,Undirected,2113,,,3
322,390,Undirected,2114,,,2
322,391,Undirected,2115,,,2
322,392,Undirected,2116,,,1
322,322,Undirected,2118,,,1
265,271,Undirected,2133,,,5
272,285,Undirected,2137,,,1
345,323,Undirected,2143,,,2
345,310,Undirected,2144,,,1
323,375,Undirected,2145,,,2
323,378,Undirected,2146,,,2
323,391,Undirected,2147,,,2
323,323,Undirected,2149,,,1
322,324,Undirected,2163,,,1
277,327,Undirected,2175,,,1
285,328,Undirected,2183,,,1
252,278,Undirected,2194,,,2
278,329,Undirected,2197,,,1
285,330,Undirected,2209,,,1
260,281,Undirected,2214,,,2
281,331,Undirected,2217,,,1
236,246,Undirected,2222,,,2
246,333,Undirected,2235,,,1
240,276,Undirected,2240,,,1
276,334,Undirected,2243,,,1
252,335,Undirected,2251,,,1
215,245,Undirected,2252,,,2
345,346,Undirected,2262,,,2
345,335,Undirected,2263,,,2
346,336,Undirected,2265,,,1
287,343,Undirected,2270,,,2
343,337,Undirected,2273,,,2
263,265,Undirected,2286,,,3
311,322,Undirected,2294,,,1
311,337,Undirected,2295,,,1
322,343,Undirected,2296,,,2
343,338,Undirected,2299,,,1
280,322,Undirected,2308,,,1
322,339,Undirected,2311,,,1
279,280,Undirected,2320,,,2
252,279,Undirected,2334,,,5
309,343,Undirected,2340,,,2
309,340,Undirected,2341,,,1
343,341,Undirected,2343,,,2
283,343,Undirected,2356,,,1
343,342,Undirected,2359,,,1
243,260,Undirected,2364,,,1
281,343,Undirected,2368,,,1
281,336,Undirected,2369,,,1
343,340,Undirected,2371,,,1
343,353,Undirected,2373,,,2
343,360,Undirected,2374,,,1
343,375,Undirected,2375,,,1
343,382,Undirected,2376,,,1
343,383,Undirected,2377,,,2
343,386,Undirected,2378,,,2
343,391,Undirected,2379,,,2
343,343,Undirected,2381,,,1
271,276,Undirected,2398,,,1
276,279,Undirected,2400,,,1
279,287,Undirected,2402,,,1
345,353,Undirected,2407,,,2
345,378,Undirected,2408,,,1
345,386,Undirected,2409,,,1
345,389,Undirected,2410,,,1
345,390,Undirected,2411,,,2
345,391,Undirected,2412,,,2
345,345,Undirected,2414,,,1
246,287,Undirected,2419,,,2
287,346,Undirected,2421,,,1
346,353,Undirected,2423,,,1
346,346,Undirected,2425,,,1
322,348,Undirected,2441,,,1
215,349,Undirected,2443,,,1
215,232,Undirected,2450,,,1
232,351,Undirected,2453,,,1
75,215,Undirected,2456,,,1
243,245,Undirected,2474,,,1
255,260,Undirected,2482,,,1
260,265,Undirected,2484,,,1
272,275,Undirected,2490,,,2
275,276,Undirected,2492,,,1
276,278,Undirected,2494,,,1
281,283,Undirected,2502,,,3
310,322,Undirected,2510,,,1
310,353,Undirected,2511,,,1
343,345,Undirected,2514,,,3
346,354,Undirected,2519,,,1
246,355,Undirected,2525,,,1
285,358,Undirected,2539,,,1
215,359,Undirected,2541,,,1
246,360,Undirected,2545,,,1
343,361,Undirected,2553,,,1
246,362,Undirected,2557,,,1
265,282,Undirected,2564,,,1
282,363,Undirected,2567,,,1
243,253,Undirected,2570,,,1
253,279,Undirected,2572,,,1
253,363,Undirected,2573,,,1
239,252,Undirected,2578,,,3
252,260,Undirected,2580,,,1
281,287,Undirected,2586,,,1
287,317,Undirected,2588,,,1
317,368,Undirected,2591,,,1
271,273,Undirected,2596,,,2
273,287,Undirected,2598,,,3
273,368,Undirected,2599,,,1
322,372,Undirected,2603,,,1
137,373,Undirected,2607,,,1
243,214,Undirected,2614,,,1
243,374,Undirected,2615,,,1
239,287,Undirected,2620,,,1
287,375,Undirected,2623,,,1
279,323,Undirected,2628,,,1
323,343,Undirected,2630,,,2
343,376,Undirected,2633,,,1
255,278,Undirected,2642,,,1
278,283,Undirected,2644,,,1
311,377,Undirected,2649,,,1
252,378,Undirected,2655,,,1
345,379,Undirected,2671,,,1
322,380,Undirected,2683,,,1
275,322,Undirected,2702,,,1
322,382,Undirected,2705,,,1
283,309,Undirected,2746,,,1
309,310,Undirected,2748,,,1
310,343,Undirected,2750,,,1
343,384,Undirected,2753,,,1
271,285,Undirected,2770,,,1
322,386,Undirected,2777,,,1
345,124,Undirected,2792,,,1
345,387,Undirected,2793,,,1
236,239,Undirected,2800,,,1
246,278,Undirected,2806,,,1
322,345,Undirected,2828,,,2
255,259,Undirected,2866,,,1
259,265,Undirected,2868,,,1
259,391,Undirected,2869,,,1
272,273,Undirected,2874,,,1
273,278,Undirected,2876,,,1
279,281,Undirected,2880,,,1
322,323,Undirected,2890,,,1
345,3,Undirected,2896,,,1
345,392,Undirected,2897,,,1
239,246,Undirected,2906,,,1
322,393,Undirected,2913,,,1
16,394,Undirected,2917,,,1
6,145,Undirected,2920,,,1
145,3,Undirected,2922,,,1
145,395,Undirected,2923,,,1
32,153,Undirected,2926,,,1
153,215,Undirected,2928,,,1
153,395,Undirected,2929,,,1
